latitude	longitude
11.0547682	76.9941106
12.0182619	79.8568461
11.0242544	77.00282279999999
11.0242544	77.00282279999999
11.0547682	76.9941106
11.0547682	76.9941106
12.9044382	77.56492779999999
11.0547682	76.9941106
2.492338	102.86514
11.0547682	76.9941106
11.0562009	76.9934737
11.0547682	76.9941106
11.0547682	76.9941106
11.0547682	76.9941106
11.0185241	77.0112949
11.0547682	76.9941106
11.0547682	76.9941106
32.1976301	76.3258269
11.0547682	76.9941106
17.7994783	83.1970406
11.1518256	76.9327657
-27.968589	153.41551
10.0103852	77.4949531
18.37050123030007	83.60082442626953
11.0304324	77.03909279999999
17.798598	83.2144596
11.0547682	76.9941106
12.9104239	77.5741212
54.0804	-4.6283
54.0804	-4.6283
54.0804	-4.6283
17.7994783	83.1970406
11.0168445	76.9558321
17.799448	83.2054571
17.7994783	83.1970406
25.6173871	85.1450219
11.0834617	76.9972016
43.0837193	-79.0650351
11.0242159	77.0028188
11.07583	77.0106937
12.330171188204767	76.64714105488282
23.0734262	72.626571
28.5503314	77.2501893
17.7994783	83.1970406
22.5738343	88.1779182
40.7499081	-73.98796229999999
52.4917626	-1.9015443
17.798598	83.2144596
26.1330056	91.82026929999999
10.2849111	76.5694987
11.0547682	76.9941106
11.0547682	76.9941106
6.967523	79.867284
11.0796991	76.9997393
17.4886141	78.3721437
11.0185241	77.0112949
11.1016869	76.98855309999999
11.67703	78.1465793
11.0547682	76.9941106
10.7707824	76.65169449999999
11.0786049	77.003884
12.8751875	77.64806250000001
14.6642475	121.0489507
17.741992902868553	83.23020751342773
11.140534	75.94884859999999
23.036101	72.5466581
13.0353557	77.59878739999999
16.987034061194674	82.24109465942382
13.0702337	77.59241120000002
12.925091	77.636049
13.4864375	77.7058125
12.9181912	77.5919162
11.0168445	76.9558321
10.0852626	77.0606861
40.6576738	-112.035969
11.1518256	76.9327657
17.411	78.4487
16.897371861255763	81.6702191708984
11.0081388	76.9598501
11.0081388	76.9598501
12.6207821	80.1944915
28.5830918	77.19077659999999
11.0457342	77.03995859999999
11.0706472	76.9418137
28.4462966	77.0301622
43.777878	-79.34465399999999
11.0140057	76.9860896
17.81064549783209	83.17259954199216
10.7869994	79.13782739999999
17.80052747463552	83.21112538681642
17.798598	83.2144596
11.065753599999999	76.9982464
11.0758332	77.0106628
17.7994783	83.1970406
28.0757721	-81.8973468
11.0547682	76.9941106
11.037781	77.036941
50.8392109	4.3745547
16.992612894326196	82.2085492490234
17.411	78.4487
12.9545848	80.1565273
28.6269188	77.219606
18.5154744	73.43185540000002
12.9545848	80.1565273
11.0726839	77.0086796
11.0726839	77.0086796
11.0242544	77.00282279999999
11.0242544	77.00282279999999
11.0547682	76.9941106
17.7994783	83.1970406
17.7861287000944	83.1149213193359
11.0242544	77.00282279999999
17.686231793804097	83.18626220092773
11.0212223	76.9933576
17.7994932	83.2053985
11.0547682	76.9941106
11.0547682	76.9941106
11.0547682	76.9941106
11.510092	76.018269
17.411	78.4487
17.7994783	83.1970406
17.7994783	83.1970406
17.7994783	83.1970406
53.83826819999999	-0.409422
11.0758431	77.010648
17.7994783	83.1970406
11.0547682	76.9941106
17.798598	83.2144596
17.7994093	83.2054297
17.411	78.4487
28.6729056	77.1458761
17.797590969985237	83.2130106619629
17.794869369102813	83.21499604180298
11.1452936	77.04028869999999
11.0796991	76.9997393
11.0716811	77.0218907
25.6175504	85.14511019999999
11.0754802	77.0030307
11.0800555	76.9417138
16.989168284332024	82.2484760986328
11.0777621	76.9896672
23.2156354	72.63694149999999
17.80082794946455	83.20916145029297
28.7040592	77.10249019999999
17.3438269	78.5589057
25.4565029	81.8356531
45.4341668	12.3384717
54.0804	4.6283
54.0804	4.6283
28.551403	77.2517658
54.0804	4.6283
12.984067752262026	77.60501083828125
54.0804	4.6283
54.0804	4.6283
54.0804	4.6283
54.0804	4.6283
11.0304324	77.03909279999999
54.0804	4.6283
54.0804	4.6283
54.0804	4.6283
54.0804	4.6283
54.0804	4.6283
54.0804	4.6283
17.411	78.4487
17.411	78.4487
17.411	78.4487
17.386592714443402	78.40080647583007
11.034576	77.01556029999999
11.0175845	76.9674075
11.0800555	76.9417138
11.0101698	76.95043729999999
11.1464808	76.94449569999999
11.1017124	76.8874992
54.0804	4.6283
54.0804	4.6283
12.9044382	77.56492779999999
11.027457662701478	77.12204865722657
11.3818254	76.7019038
28.6269175	77.21962959999999
11.347844	77.71951399999999
17.806506267372033	83.20905689638671
52.1936373	0.1273479
11.0242544	77.00282279999999
17.690644609141685	83.0043713925781
17.713051616822966	83.1596546875
11.1778716	77.28322349999999
11.1778716	77.28322349999999
11.1016869	76.98855309999999
11.1016869	76.98855309999999
11.1016869	76.98855309999999
16.975374560807314	82.22674535498044
17.67355639866683	83.18265731201171
16.994318171755065	82.23098530781252
17.68966626306393	83.16308791503906
13.0861477	80.18737349999999
11.0092555	76.95905549999999
11.0185241	77.0112949
11.2738936	75.7867954
36.112462	-115.1707075
10.9902127	76.96286580000002
11.066639769051292	77.09280251119993
11.044239502386061	77.02911089101565
11.080892575500123	77.02234737363281
11.041880743046137	77.06072705205077
21.1937789	72.8018128
